,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
792,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.404,0.596,0.5,0.09599999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732424074349136
793,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.46,0.54,0.5,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953784388202258
794,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.444,0.556,0.5,0.05600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99093240356837
795,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.49395770392749244,0.5060422960725075,0.5,0.00604229607250753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998946537430287
796,209.0,5.342334251964811,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.03349282296650718,-3.3964241029094975,29.857142857142858,3.396424102909498,0.2535885167464115,0.7464114832535885,0.5,0.24641148325358853,30.0,30.0,30.0,0.0,30.0,5.733634449940665,21.906382649472228,12.86000512883617,5.803895449805802,2.1252682972972194,3.998370744836009,3.085775688446612,0.6514713804538836,0.8169164036868143
797,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
799,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.497,0.503,0.5,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999740313334506
800,74.0,4.30406509320417,2.0,27.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,27.0,0.037037037037037035,0.36486486486486486,-1.0082282271998406,2.740740740740741,1.0082282271998408,0.4189189189189189,0.581081081081081,0.5,0.08108108108108106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809470132751209
801,185.0,5.220355825078324,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.016216216216216217,-4.121743536410215,61.666666666666664,4.121743536410215,0.4702702702702703,0.5297297297297298,0.5,0.02972972972972973,185.0,185.0,185.0,0.0,185.0,-1.2421123477903548,0.9782975142188635,-0.1319074167857457,1.1102049310046092,-0.15329438159479766,0.6686986973440597,0.257702157874631,0.4109965394694287,0.9974482234237187
803,7129.0,8.871926251117628,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0007013606396409033,-7.262488338683528,1425.8,7.262488338683528,0.4693505400476925,0.5306494599523075,0.5,0.0306494599523075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972877951195075
804,70.0,4.248495242049359,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.6,1.6666666666666667,0.1,-2.3025850929940455,10.0,2.302585092994046,0.4857142857142857,0.5142857142857142,0.5,0.014285714285714263,2.0,4.0,2.5,0.8660254037844386,10.0,-0.8811094532413146,-0.3151555059726232,-0.564177851883105,0.23598688923871985,0.20593162883046182,0.23246876879330164,0.22208452846088755,0.011576211871023544,0.9994110647387552
805,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.472,0.528,0.5,0.028000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977366703420346
806,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.445,0.555,0.5,0.05500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912540071703688
807,8192.0,9.010913347279288,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0009765625,-6.931471805599453,1024.0,6.931471805599453,0.4912109375,0.5087890625,0.5,0.0087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997770990046065
808,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.45,0.55,0.5,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927744539878083
811,264.0,5.575949103146316,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.007575757575757576,-4.882801922586371,132.0,4.882801922586371,0.38257575757575757,0.6174242424242424,0.5,0.11742424242424243,12.0,12.0,12.0,0.0,12.0,-1.204968944099379,-1.204968944099379,-1.204968944099379,0.0,0.0,0.0,0.0,0.0,0.9598409038372531
812,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.47,0.53,0.5,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974015885677396
813,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.437,0.563,0.5,0.06299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885173903891564
814,468.0,6.148468295917647,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.004273504273504274,-5.455321115357702,234.0,5.455321115357702,0.452991452991453,0.5470085470085471,0.5,0.047008547008547036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993614428200075
815,52.0,3.9512437185814275,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.17307692307692307,-1.754019141245208,5.777777777777778,1.754019141245208,0.46153846153846156,0.5384615384615384,0.5,0.038461538461538436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957274520849256
816,8192.0,9.010913347279288,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0009765625,-6.931471805599453,1024.0,6.931471805599453,0.497802734375,0.502197265625,0.5,0.002197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999860693604422
817,48.0,3.871201010907891,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.08333333333333333,-2.4849066497880004,12.0,2.4849066497880004,0.4791666666666667,0.5208333333333334,0.5,0.020833333333333343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987472979361685
818,310.0,5.736572297479192,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.025806451612903226,-3.657130755799356,38.75,3.657130755799356,0.46774193548387094,0.532258064516129,0.5,0.03225806451612903,9.0,9.0,9.0,0.0,9.0,-1.412978255807231,0.5794935327003281,-0.899806877381954,0.645570453900227,-0.32975094355147133,0.7888728635823553,0.05387498695725655,0.3407117029673559,0.9969954265557697
819,9517.0,9.160834952072344,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.0006304507723021961,-7.369075482844289,1586.1666666666667,7.369075482844289,0.49721550908899864,0.5027844909110014,0.5,0.002784490911001386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999776283308132
820,235.0,5.459585514144159,2.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.05106382978723404,-2.9746788643561586,19.583333333333332,2.9746788643561586,0.39574468085106385,0.6042553191489362,0.5,0.10425531914893615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684069022981412
821,22784.0,10.033813814211703,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.0007022471910112359,-7.261225091971921,1424.0,7.261225091971921,0.29599719101123595,0.704002808988764,0.5,0.20400280898876402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876342717713079
822,20640.0,9.9349862195955,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0003875968992248062,-7.855544677915663,2580.0,7.855544677915663,0.40625,0.59375,0.5,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9744894033980523
823,20640.0,9.9349862195955,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0003875968992248062,-7.855544677915663,2580.0,7.855544677915663,0.4318798449612403,0.5681201550387597,0.5,0.06812015503875968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865690330331821
824,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.452,0.548,0.5,0.048000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933418121880537
825,506.0,6.226536669287466,2.0,20.0,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,4.25,0.23529411764705882,0.039525691699604744,-3.2308043957334744,25.3,3.2308043957334744,0.4407114624505929,0.5592885375494071,0.5,0.059288537549407105,2.0,92.0,34.333333333333336,40.876507787345155,103.0,-1.3170639071749417,36.75278626142281,2.75970079571773,8.764517695084908,-2.8817983452627716,5.207652387859715,0.45729660739614186,1.5851945880050267,0.9898335738965818
827,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.49697885196374625,0.5030211480362538,0.5,0.0030211480362537513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999973663916546
828,100.0,4.605170185988092,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,1.0,0.0,1.0,0.0,0.47,0.53,0.5,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974015885677396
829,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.45,0.55,0.5,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927744539878083
830,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.364,0.636,0.5,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459534760689116
1447,327.0,5.7899601708972535,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.11314984709480122,-2.179042258253029,8.837837837837839,2.179042258253029,0.12844036697247707,0.8715596330275229,0.5,0.37155963302752293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531453183526465
832,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.444,0.556,0.5,0.05600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99093240356837
833,8192.0,9.010913347279288,2.0,32.0,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,32.0,0.03125,0.00390625,-5.545177444479562,256.0,5.545177444479562,0.3104248046875,0.6895751953125,0.5,0.1895751953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8936632139657561
834,250.0,5.521460917862246,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,0.4,-0.916290731874155,2.5,0.9162907318741551,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
836,34.0,3.5263605246161616,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.25,0.8,0.23529411764705882,-1.4469189829363254,4.25,1.4469189829363254,0.4411764705882353,0.5588235294117647,0.5,0.05882352941176472,2.0,3.0,2.3333333333333335,0.4714045207910317,7.0,-1.5146392039743426,0.3220456169568173,-0.4856418163904664,0.6307351584414637,-0.12538226689751725,0.9714455352624628,0.4228837269600537,0.45912274923599056,0.9899927915575186
837,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.453,0.547,0.5,0.047000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9936167534536142
838,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.432,0.568,0.5,0.06799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866165198488093
1451,705.0,6.558197802812269,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.0524822695035461,-2.947279890168044,19.054054054054053,2.947279890168044,0.08652482269503546,0.9134751773049645,0.5,0.4134751773049645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42476250104906466
1452,745.0,6.61338421837956,2.0,36.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,36.0,0.027777777777777776,0.04832214765100671,-3.0298652799234493,20.694444444444443,3.0298652799234493,0.021476510067114093,0.978523489932886,0.5,0.4785234899328859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496523493705478
841,950.0,6.856461984594587,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.009473684210526316,-4.659237407258367,105.55555555555556,4.6592374072583675,0.4863157894736842,0.5136842105263157,0.5,0.013684210526315771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994596212552502
1453,1077.0,6.981934677156389,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.034354688950789226,-3.3710167645121643,29.10810810810811,3.3710167645121643,0.1244196843082637,0.8755803156917363,0.5,0.37558031569173633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541933067099493
843,22784.0,10.033813814211703,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.00035112359550561797,-7.954372272531867,2848.0,7.954372272531867,0.29599719101123595,0.704002808988764,0.5,0.20400280898876402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876342717713079
845,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.491,0.509,0.5,0.009000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997662707810439
846,16599.0,9.71709773156622,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.05555555555555555,0.0010844026748599313,-6.8267259736700545,922.1666666666666,6.8267259736700545,0.30905476233508045,0.6909452376649196,0.5,0.19094523766491955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8920793291304917
847,6574.0,8.790877754224164,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.0021296014602981443,-6.151820424608906,469.57142857142856,6.151820424608906,0.46744752053544264,0.5325524794645573,0.5,0.03255247946455733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969402925875559
848,38.0,3.6375861597263857,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.5,0.13157894736842105,-2.0281482472922856,7.6,2.028148247292285,0.2631578947368421,0.7368421052631579,0.5,0.23684210526315788,2.0,2.0,2.0,0.0,2.0,0.6484656292858055,11.650001855143342,4.680810095201218,4.341023557611664,1.1794874832871434,3.073323877904876,1.870109404435083,0.7210448286725314,0.8314743880097293
849,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.497,0.503,0.5,0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999740313334506
850,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.49,0.51,0.5,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99971144175281
851,240.0,5.480638923341991,2.0,124.0,4.820281565605037,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,124.0,0.008064516129032258,0.5166666666666667,-0.6603573577369544,1.935483870967742,0.6603573577369545,0.425,0.575,0.5,0.07499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837082626231858
1454,1458.0,7.284820912568604,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.025377229080932786,-3.673902999924379,39.4054054054054,3.673902999924379,0.12208504801097393,0.877914951989026,0.5,0.377914951989026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5353247216329435
853,506.0,6.226536669287466,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,0.16666666666666666,0.025691699604743084,-3.6615873118259286,38.92307692307692,3.6615873118259286,0.41304347826086957,0.5869565217391305,0.5,0.08695652173913046,2.0,2.0,2.0,0.0,2.0,-1.2332184715629375,36.75278626142281,3.8415546872708473,10.202455156325085,-2.8817983452627716,5.207652387859715,0.6794869448647917,1.822686754352341,0.978070970973496
1464,748.0,6.617402977974478,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0053475935828877,-5.231108616854587,187.0,5.231108616854587,0.23796791443850268,0.7620320855614974,0.5,0.2620320855614974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916446298452328
855,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.448,0.552,0.5,0.05200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992183779438731
857,40.0,3.6888794541139363,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.175,-1.742969305058623,5.714285714285714,1.742969305058623,0.35,0.65,0.5,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340680553754911
859,74.0,4.30406509320417,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.25,0.12162162162162163,-2.10684051586795,8.222222222222221,2.10684051586795,0.4189189189189189,0.581081081081081,0.5,0.08108108108108106,74.0,74.0,74.0,0.0,74.0,-0.6645697588020107,7.960041728827237,2.209741175216645,2.7274378444977163,-1.1449617473848412,2.230284277011844,1.0152264039129983,1.0076085988323193,0.9809470132751209
860,380.0,5.940171252720432,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.005263157894736842,-5.247024072160486,190.0,5.247024072160486,0.4868421052631579,0.5131578947368421,0.5,0.013157894736842118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995003941817587
862,87.0,4.465908118654584,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.6666666666666665,0.375,0.11494252873563218,-2.1633230256605382,8.7,2.163323025660538,0.4827586206896552,0.5172413793103449,0.5,0.017241379310344834,2.0,2.0,2.0,0.0,4.0,-0.507933912503677,0.9261937355417045,0.2928626747862155,0.49239148486846457,-0.769390264240961,0.5678640149903188,-0.30322492993017697,0.43674526268813146,0.9991421039919088
863,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.468,0.532,0.5,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970433402104211
864,60.0,4.0943445622221,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.3333333333333333,0.11666666666666667,-2.1484344131667874,8.571428571428571,2.1484344131667874,0.45,0.55,0.5,0.05000000000000002,2.0,2.0,2.0,0.0,2.0,-0.33714180182592113,1.5675014016269042,0.4498119212304826,0.6403072306483275,-0.9643092877276372,-0.3861258660402882,-0.704069705298671,0.20864161617335875,0.9927744539878083
865,100.0,4.605170185988092,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.03,-3.506557897319982,33.333333333333336,3.506557897319982,0.07,0.93,0.5,0.43,3.0,99.0,51.0,48.0,102.0,-1.863907537219983,-1.863907537219983,-1.863907537219983,0.0,0.10821947412035371,0.10821947412035371,0.10821947412035371,0.0,0.36592365090022316
866,1000.0,6.907755278982137,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.05,-2.995732273553991,20.0,2.995732273553991,0.418,0.582,0.5,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805107178796569
868,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.46,0.54,0.5,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953784388202258
869,500.0,6.214608098422191,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.02,-3.912023005428146,50.0,3.912023005428146,0.428,0.572,0.5,0.07199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849900098451575
870,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.466,0.534,0.5,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966619137320387
871,3848.0,8.255308811785596,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.0012993762993762994,-6.645870899351497,769.6,6.645870899351497,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
